name	clus_1	clus_2	clus_3	clus_4	clus_5	clus_6	clus_7	clus_8	clus_9	clus_10	memb	cluster	subregion
S_396971N1222535W002	0.9518	0	0.0481	0	0.0001	0	0	0	0	0	1	1	sub3
S_397008N1221208W001	0.0001	0	0.9997	0	0	0	0	0	0.0001	0	3	3	sub2
S_397008N1221208W002	0.0156	0.0001	0.697	0	0.0003	0	0	0	0.287	0	3	3	sub2
S_397008N1221208W003	0.0001	0.0001	0.9888	0	0.011	0	0	0	0	0	3	3	sub2
S_397033N1220910W001	0.0002	0.0277	0.9346	0.0026	0.0001	0.0001	0	0.0322	0.0012	0.0012	3	3	sub2
S_397033N1220910W002	0	0	1	0	0	0	0	0	0	0	3	3	sub2
S_397033N1220910W003	0.9988	0	0	0	0	0	0	0	0.0012	0	1	1	sub2
S_397033N1220910W004	0.0001	0.0001	0.9994	0	0.0004	0	0	0	0	0	3	3	sub2
S_397043N1220386W001	0.0028	0	0.9972	0	0	0	0	0	0	0	3	3	sub2
S_397043N1220386W002	0.0001	0	0.9999	0	0	0	0	0	0	0	3	3	sub2
S_397043N1220387W001	0.9999	0	0.0001	0	0	0.0001	0	0	0	0	1	1	sub2
S_397043N1220387W002	1	0	0	0	0	0	0	0	0	0	1	1	sub2
S_397090N1220542W001	0.1178	0	0.8821	0.0001	0	0	0	0	0	0	3	3	sub2
S_397253N1221812W001	0.003	0.0064	0.9708	0.0013	0.016	0.0001	0	0.0001	0.0024	0	3	3	sub2
S_397263N1220105W001	0.0241	0.0443	0.7966	0.0425	0.0002	0.0101	0.0004	0.0172	0.01	0.0545	3	3	sub2
S_397263N1220105W002	0.7659	0.0007	0.1297	0.0126	0	0.0653	0	0	0.0154	0.0104	1	1	sub2
S_397263N1220105W003	1	0	0	0	0	0	0	0	0	0	1	1	sub2
S_397263N1220105W004	0.041	0.0028	0.4262	0.528	0.0005	0.0001	0	0.0001	0.0014	0	4	4	sub2
S_397270N1218841W001	0.0264	0.0002	0.9553	0.017	0.0002	0.0007	0	0	0.0002	0	3	3	sub2
S_397279N1222071W001	0	0	0	0	1	0	0	0	0	0	5	5	sub2
S_397279N1222071W002	0.4388	0.0008	0.0044	0.0082	0.2566	0.0024	0.0141	0.0018	0.272	0.0008	1	1	sub2
S_397279N1222071W003	0.0051	0.0079	0.0048	0.0238	0.0062	0.0112	0.8833	0.024	0.0067	0.027	7	7	sub2
S_397317N1218649W001	0.9592	0.0001	0.0402	0.0005	0	0	0	0	0	0	1	1	sub2
S_397317N1218649W002	0.275	0.0009	0.7231	0.0009	0	0	0	0	0	0	3	3	sub2
S_397317N1218649W003	0.0324	0.0004	0.9653	0.0018	0	0.0001	0	0	0	0	3	3	sub2
S_397325N1221233W001	0	0.0002	0.0072	0	0	0	0	0.0358	0.9568	0	9	9	sub2
S_397325N1221233W002	0.1511	0	0	0	0	0	0	0	0.8489	0	9	9	sub2
S_397325N1221233W003	0.0009	0.0038	0.9742	0.0026	0.0184	0	0	0	0	0	3	3	sub2
S_397445N1218905W001	0.0095	0.002	0.9679	0.0203	0.0004	0	0	0	0	0	3	3	sub2
S_397473N1221559W001	0.0001	0.0022	0.8172	0.0001	0.1804	0	0	0	0	0	3	3	sub2
S_397473N1221559W002	1	0	0	0	0	0	0	0	0	0	1	1	sub2
S_397473N1221559W003	0.0021	0.0008	0.1848	0.8085	0.0031	0.0002	0	0.0001	0.0002	0	4	4	sub2
S_397634N1220771W001	0.0033	0.0121	0.8072	0.007	0.0001	0.0002	0	0.0009	0.0008	0.1682	3	3	sub2
S_397634N1220771W002	0.9998	0	0	0	0	0.0001	0	0	0.0002	0	1	1	sub2
S_397634N1220771W003	0.776	0	0.0001	0.0001	0	0.0852	0	0	0.1386	0	1	1	sub2
S_397634N1220771W004	0.0002	0.0001	0.9996	0.0001	0	0	0	0	0	0	3	3	sub2
S_397682N1221364W001	0	0.0084	0.9362	0.0003	0.0012	0	0	0.0503	0.0035	0	3	3	sub2
S_397682N1221364W002	1	0	0	0	0	0	0	0	0	0	1	1	sub2
S_397682N1221364W003	1	0	0	0	0	0	0	0	0	0	1	1	sub2
S_397682N1221364W004	0.0001	0.0011	0.0056	0.6631	0.0003	0.0004	0.3278	0.0013	0.0001	0.0002	4	4	sub2
S_397752N1220970W001	0.0778	0	0.9004	0.0218	0	0	0	0	0	0	3	3	sub2
S_397836N1220461W001	0.0011	0.0004	0.9935	0.0048	0	0	0	0	0.0001	0	3	3	sub2
S_397836N1220461W002	1	0	0	0	0	0	0	0	0	0	1	1	sub2
S_397836N1220461W003	0.9997	0	0	0	0	0	0	0	0.0003	0	1	1	sub2
S_397836N1220461W004	0.0358	0	0.0003	0.9634	0	0.0002	0	0	0.0002	0	4	4	sub2
S_397866N1221455W001	1	0	0	0	0	0	0	0	0	0	1	1	sub2
S_397866N1221455W002	1	0	0	0	0	0	0	0	0	0	1	1	sub2
S_397866N1221455W003	1	0	0	0	0	0	0	0	0	0	1	1	sub2
S_398028N1220294W001	0.1292	0.0031	0.7868	0.0047	0.0002	0.0021	0	0.0001	0.0011	0.0728	3	3	sub2
S_398028N1220294W002	1	0	0	0	0	0	0	0	0	0	1	1	sub2
S_398028N1220294W003	0.999	0	0	0	0	0.0004	0	0	0.0005	0	1	1	sub2
S_398028N1220294W004	0.0813	0.0004	0.1286	0.7499	0	0.0277	0	0.0049	0.0068	0.0002	4	4	sub2
S_398117N1221020W001	1	0	0	0	0	0	0	0	0	0	1	1	sub2
S_398117N1221020W002	0	0.031	0.9683	0.0005	0	0	0	0	0	0.0002	3	3	sub2
S_398117N1221020W003	0	0.0005	0.9994	0.0001	0	0	0	0	0	0	3	3	sub2
S_398117N1221020W004	0.9999	0	0	0	0	0	0	0	0	0	1	1	sub2
S_398180N1219669W001	0.9999	0	0	0	0	0	0	0	0	0	1	1	sub2
S_398188N1219912W001	0.2573	0	0.7421	0.0001	0	0.0003	0	0	0.0001	0	3	3	sub2
S_398188N1219912W002	0.9985	0	0.0013	0	0	0.0002	0	0	0	0	1	1	sub2
S_398188N1219912W003	0.9993	0	0.0004	0.0002	0	0.0001	0	0	0	0	1	1	sub2
S_398188N1219912W004	0.5621	0	0.2058	0.2306	0	0.0013	0	0	0.0002	0	1	1	sub2
S_398193N1221590W001	0.9994	0	0.0006	0	0	0	0	0	0	0	1	1	sub2
S_398193N1221590W002	0.0017	0.0454	0.9357	0.0023	0.0135	0.0006	0	0.0001	0.0001	0.0007	3	3	sub2
S_398193N1221590W003	1	0	0	0	0	0	0	0	0	0	1	1	sub2
S_398193N1221590W004	1	0	0	0	0	0	0	0	0	0	1	1	sub2
S_398260N1221876W001	0.2397	0.0003	0.5835	0.001	0.0025	0.1673	0	0.0001	0.0037	0.0019	3	3	sub2
S_398493N1222016W001	0	0	0	0	1	0	0	0	0	0	5	5	sub2
S_398543N1221535W001	0.0001	0.0002	0.0308	0.0001	0.969	0	0	0	0	0	5	5	sub2
S_398543N1221535W002	0.0009	0.0009	0.4061	0.001	0.5911	0	0	0	0	0	5	5	sub2
S_398543N1221535W003	0.992	0	0.0078	0	0.0002	0	0	0	0	0	1	1	sub2
S_398543N1221535W004	0.1023	0	0.8604	0.0001	0.0372	0	0	0	0	0	3	3	sub2
S_398543N1221535W005	0.4671	0.0001	0.3604	0.1582	0.0014	0.0117	0	0.0002	0.0003	0.0006	1	1	sub2
S_398623N1221536W001	0	0	0	0	1	0	0	0	0	0	5	5	sub2
S_398651N1219930W001	0.9417	0	0.0563	0.0008	0	0.0008	0	0	0.0004	0	1	1	sub2
S_398782N1219570W001	0.9971	0	0.0007	0	0	0.002	0	0	0.0001	0	1	1	sub2
S_398782N1219570W002	0.9942	0	0.0015	0	0	0.0043	0	0	0.0001	0	1	1	sub2
S_398782N1219570W003	0.0006	0.0096	0.9879	0.0001	0.0017	0.0001	0	0	0	0	3	3	sub2
S_398996N1221227W001	1	0	0	0	0	0	0	0	0	0	1	1	sub2
S_398996N1221227W002	1	0	0	0	0	0	0	0	0	0	1	1	sub2
S_399030N1222246W001	0.9642	0	0.0311	0	0.0047	0	0	0	0	0	1	1	sub2
S_399030N1222246W002	0.1205	0	0.0412	0	0.8382	0	0	0	0.0001	0	5	5	sub2
S_399030N1222246W003	0.0003	0	0.0011	0	0.9986	0	0	0	0	0	5	5	sub2
S_399078N1220721W001	0.0018	0	0.9982	0	0	0	0	0	0	0	3	3	sub2
S_399078N1220721W002	0.9866	0	0	0	0	0.0002	0	0	0.0133	0	1	1	sub2
S_399078N1220721W003	0.0494	0	0.0014	0.7775	0	0.0092	0	0.0008	0.1616	0.0001	4	4	sub2
S_399078N1220721W004	0	0	0	1	0	0	0	0	0	0	4	4	sub2
S_399251N1220436W001	0.8642	0.0025	0.1129	0.0057	0.0108	0.0029	0	0	0.0009	0	1	1	sub2
S_399252N1220436W001	0.0041	0.0022	0.0646	0.0002	0.9285	0	0	0.0002	0.0002	0	5	5	sub2
S_399252N1220436W002	0.0235	0.0002	0.001	0.0006	0	0.0004	0	0	0.9743	0	9	9	sub2
S_399346N1222349W001	0	0	0	0	1	0	0	0	0	0	5	5	sub2
S_399456N1220399W001	0.0766	0	0.0035	0.0001	0.0203	0	0	0	0.8995	0	9	9	sub2
S_399456N1220399W002	0.1737	0	0.0296	0.0058	0.0053	0.0001	0	0.0002	0.7852	0	9	9	sub2
S_399567N1220031W001	0.0832	0	0.0017	0.0001	0.9092	0	0	0	0.0058	0	5	5	sub2
S_399567N1220031W002	0.0001	0	0	0	0.9997	0	0	0	0.0002	0	5	5	sub2
S_399568N1220016W001	0.0025	0.0945	0.0376	0.0559	0.0245	0.0228	0.0355	0.5267	0.1723	0.0277	8	8	sub2
S_399633N1219955W001	0	0	0	0	1	0	0	0	0	0	5	5	sub2
S_399633N1219955W002	0.0004	0.0001	0.001	0.0002	0.0136	0.0001	0	0.8628	0.1216	0.0001	8	8	sub2
S_399666N1221647W001	0.0025	0	0.9971	0	0.0004	0	0	0	0	0	3	3	sub2
S_399733N1220069W001	0	0	0	0	1	0	0	0	0	0	5	5	sub2
S_399733N1220069W002	0	0	0	0	1	0	0	0	0	0	5	5	sub2
S_399733N1220069W003	0	0	0	0	1	0	0	0	0	0	5	5	sub2
S_399740N1219748W001	0	0	0	0	1	0	0	0	0	0	5	5	sub2
S_399740N1219748W002	0	0	0	0	1	0	0	0	0	0	5	5	sub2
S_400329N1221904W001	1	0	0	0	0	0	0	0	0	0	1	1	sub2
S_400329N1221904W003	1	0	0	0	0	0	0	0	0	0	1	1	sub2
S_400329N1221904W004	0.9777	0	0.0196	0.0003	0	0.0025	0	0	0	0	1	1	sub2
S_400329N1221904W005	0.9684	0	0.0315	0	0	0	0	0	0	0	1	1	sub2
S_400379N1221700W001	1	0	0	0	0	0	0	0	0	0	1	1	sub2
S_400428N1221665W001	1	0	0	0	0	0	0	0	0	0	1	1	sub2
S_400428N1221665W002	0.9886	0	0.0003	0	0	0.0111	0	0	0	0	1	1	sub2
S_400428N1221665W003	0.9808	0	0.0108	0.0004	0.0007	0.0068	0	0	0	0.0005	1	1	sub2
S_400725N1221124W002	0.4503	0	0.5497	0	0	0	0	0	0	0	3	3	sub2
S_401076N1220630W001	0	0.0005	0.0151	0	0.984	0	0	0.0003	0.0001	0	5	5	sub2
S_401087N1221229W001	0	0	0.0001	0.9999	0	0	0	0	0	0	4	4	sub2
S_401140N1222322W001	0.5905	0	0.0022	0	0.407	0	0	0	0.0002	0	1	1	sub2
S_401520N1222924W001	0.9986	0	0	0	0	0.0014	0	0	0	0	1	1	sub2
S_401829N1221752W001	0.8277	0	0.0651	0.0104	0	0.0961	0	0	0.0007	0	1	1	sub2
S_403305N1222805W001	0.0002	0.9518	0.0012	0.0064	0.0006	0.0023	0.0222	0.0086	0.0009	0.0058	2	2	sub1
S_403453N1223316W001	0.0027	0.0025	0.0186	0.9737	0	0.0025	0	0	0	0	4	4	sub1
S_403585N1223338W001	0.0046	0.0012	0.0252	0.5779	0	0.3658	0	0.0002	0.0004	0.0246	4	4	sub1
S_403585N1223338W002	0.852	0.0006	0.1281	0.0027	0	0.0155	0	0	0.0011	0	1	1	sub1
S_403585N1223338W003	0.0952	0	0.9046	0.0001	0	0.0001	0	0	0	0	3	3	sub1
S_403585N1223338W004	0.0287	0	0.146	0.8243	0	0.001	0	0	0	0	4	4	sub1
S_403664N1223984W001	0	0.0008	0.9575	0.0415	0	0	0	0	0	0.0001	3	3	sub1
S_403908N1222878W001	0.001	0	0.0005	0	0	0.9951	0	0	0.0033	0	6	6	sub1
S_403929N1222944W001	0.0059	0.0013	0.6009	0.1321	0	0.2588	0	0.0001	0.0007	0.0002	3	3	sub1
S_403929N1222945W001	0.0045	0.0012	0.7667	0.1119	0	0.1151	0	0.0001	0.0005	0.0001	3	3	sub1
S_403929N1222945W002	0	0.0005	0.9987	0.0007	0	0	0	0	0	0	3	3	sub1
S_403929N1222945W003	0.0145	0.0002	0.2913	0.0153	0	0.6756	0	0	0.0031	0	6	6	sub1
S_403929N1222945W004	0.0006	0.0018	0.0004	0.0062	0.0005	0.0012	0.9861	0.0013	0.0003	0.0015	7	7	sub1
S_404310N1222731W001	0.0004	0.0001	0.0007	0.0006	0	0.9855	0	0.0001	0.0125	0	6	6	sub1
S_404377N1222883W001	0.0001	0.1631	0.6862	0.147	0	0.0007	0.0003	0.0006	0.0001	0.0019	3	3	sub1
S_404377N1222883W002	0.0022	0.0045	0.0108	0.0427	0	0.9283	0.0002	0.0008	0.0102	0.0003	6	6	sub1
S_404411N1223015W001	0.0093	0.0006	0.0915	0.0123	0	0.8682	0	0.0002	0.0177	0.0002	6	6	sub1
S_404412N1223015W001	0.0023	0.0107	0.93	0.0336	0	0.0226	0	0.0001	0.0004	0.0003	3	3	sub1
S_404412N1223018W001	0.0065	0.0003	0.0379	0.0058	0	0.922	0	0.0002	0.0271	0.0001	6	6	sub1
S_404780N1223966W001	0.0597	0.0093	0.1987	0.1023	0.5834	0.0154	0.0153	0.0049	0.0061	0.0049	5	5	sub1
S_405069N1223056W001	0.6962	0.0003	0.0129	0.2895	0	0.0004	0	0	0.0006	0	1	1	sub1
S_405345N1221547W001	0.0045	0.017	0.0793	0.7817	0.0006	0.0627	0.0065	0.0405	0.0043	0.0029	4	4	sub1
S_405892N1223206W001	0.0014	0	0.0003	0	0.9983	0	0	0	0	0	5	5	sub1
